time,label,eval_mask,score,pred,threshold
2025-09-01 00:00:00,0,0,0.1144513413310051,0,2.7074476334182513
2025-09-01 00:01:00,0,0,0.1055171936750412,0,2.7074476334182513
2025-09-01 00:02:00,0,0,0.09966211766004562,0,2.7074476334182513
2025-09-01 00:03:00,0,0,0.0787038654088974,0,2.7074476334182513
2025-09-01 00:04:00,0,0,0.0787038654088974,0,2.7074476334182513
2025-09-01 00:05:00,0,0,0.08743423223495483,0,2.7074476334182513
2025-09-01 00:06:00,0,0,0.08743423223495483,0,2.7074476334182513
2025-09-01 00:07:00,0,0,0.07970189303159714,0,2.7074476334182513
2025-09-01 00:08:00,0,0,0.07231463119387627,0,2.7074476334182513
2025-09-01 00:09:00,0,0,0.07231463119387627,0,2.7074476334182513
2025-09-01 00:10:00,0,0,0.09005571901798248,0,2.7074476334182513
2025-09-01 00:11:00,0,0,0.09124597658713658,0,2.7074476334182513
2025-09-01 00:12:00,0,0,0.0915182630221049,0,2.7074476334182513
2025-09-01 00:13:00,0,0,0.09651351968447368,0,2.7074476334182513
2025-09-01 00:14:00,0,0,0.1030579333504041,0,2.7074476334182513
2025-09-01 00:15:00,0,0,0.12300770170986652,0,2.7074476334182513
2025-09-01 00:16:00,0,0,0.128495991230011,0,2.7074476334182513
2025-09-01 00:17:00,0,0,0.12939379923045635,0,2.7074476334182513
2025-09-01 00:18:00,0,0,0.13825718313455582,0,2.7074476334182513
2025-09-01 00:19:00,0,0,0.14441006258130074,0,2.7074476334182513
2025-09-01 00:20:00,0,0,0.16386753618717192,0,2.7074476334182513
2025-09-01 00:21:00,0,0,0.17156252264976501,0,2.7074476334182513
2025-09-01 00:22:00,0,0,0.17968980669975282,0,2.7074476334182513
2025-09-01 00:23:00,0,0,0.18895456492900847,0,2.7074476334182513
2025-09-01 00:24:00,0,0,0.2019134670495987,0,2.7074476334182513
2025-09-01 00:25:00,0,0,0.22130308051904043,0,2.7074476334182513
2025-09-01 00:26:00,0,0,0.22537202636400858,0,2.7074476334182513
2025-09-01 00:27:00,0,0,0.23401705920696259,0,2.7074476334182513
2025-09-01 00:28:00,0,0,0.24466503659884134,0,2.7074476334182513
2025-09-01 00:29:00,0,0,0.25435903668403625,0,2.7074476334182513
2025-09-01 00:30:00,0,0,0.4415508508682251,0,2.7074476334182513
2025-09-01 00:31:00,0,0,3.416078567504883,1,2.7074476334182513
2025-09-01 00:32:00,0,0,3.416078567504883,1,2.7074476334182513
2025-09-01 00:33:00,0,0,3.242500066757202,1,2.7074476334182513
2025-09-01 00:34:00,0,0,3.0573953901018416,1,2.7074476334182513
2025-09-01 00:35:00,0,0,2.574535958468914,0,2.7074476334182513
2025-09-01 00:36:00,0,0,2.436936665326357,0,2.7074476334182513
2025-09-01 00:37:00,0,0,2.304147604852915,0,2.7074476334182513
2025-09-01 00:38:00,0,0,2.178456164896488,0,2.7074476334182513
