time,label,eval_mask,score,pred,threshold
2025-09-01 00:00:00,0,0,0.091885045170784,0,2.7103162515151955
2025-09-01 00:01:00,0,0,0.08854550123214722,0,2.7103162515151955
2025-09-01 00:02:00,0,0,0.08601493388414383,0,2.7103162515151955
2025-09-01 00:03:00,0,0,0.07636132836341858,0,2.7103162515151955
2025-09-01 00:04:00,0,0,0.07636132836341858,0,2.7103162515151955
2025-09-01 00:05:00,0,0,0.08849900960922241,0,2.7103162515151955
2025-09-01 00:06:00,0,0,0.08887811750173569,0,2.7103162515151955
2025-09-01 00:07:00,0,0,0.08849900960922241,0,2.7103162515151955
2025-09-01 00:08:00,0,0,0.08887811750173569,0,2.7103162515151955
2025-09-01 00:09:00,0,0,0.09385969117283821,0,2.7103162515151955
2025-09-01 00:10:00,0,0,0.10417086879412334,0,2.7103162515151955
2025-09-01 00:11:00,0,0,0.10445612172285716,0,2.7103162515151955
2025-09-01 00:12:00,0,0,0.10620369762182236,0,2.7103162515151955
2025-09-01 00:13:00,0,0,0.10983430842558543,0,2.7103162515151955
2025-09-01 00:14:00,0,0,0.11662234862645467,0,2.7103162515151955
2025-09-01 00:15:00,0,0,0.1295759454369545,0,2.7103162515151955
2025-09-01 00:16:00,0,0,0.13701580092310905,0,2.7103162515151955
2025-09-01 00:17:00,0,0,0.13758239895105362,0,2.7103162515151955
2025-09-01 00:18:00,0,0,0.14680282026529312,0,2.7103162515151955
2025-09-01 00:19:00,0,0,0.15168871730566025,0,2.7103162515151955
2025-09-01 00:20:00,0,0,0.16688393652439118,0,2.7103162515151955
2025-09-01 00:21:00,0,0,0.17658962905406952,0,2.7103162515151955
2025-09-01 00:22:00,0,0,0.1841140329837799,0,2.7103162515151955
2025-09-01 00:23:00,0,0,0.19363412261009216,0,2.7103162515151955
2025-09-01 00:24:00,0,0,0.20667857229709624,0,2.7103162515151955
2025-09-01 00:25:00,0,0,0.2208180030186971,0,2.7103162515151955
2025-09-01 00:26:00,0,0,0.22482683261235556,0,2.7103162515151955
2025-09-01 00:27:00,0,0,0.23378842820723852,0,2.7103162515151955
2025-09-01 00:28:00,0,0,0.2442206914226214,0,2.7103162515151955
2025-09-01 00:29:00,0,0,0.2484311784307162,0,2.7103162515151955
2025-09-01 00:30:00,0,0,0.4514507438455309,0,2.7103162515151955
2025-09-01 00:31:00,0,0,3.471382345472063,1,2.7103162515151955
2025-09-01 00:32:00,0,0,3.471382345472063,1,2.7103162515151955
